ID,Information_Centrality,Essentiality
32191,0.0009068308964588,0
32363,0.0009068186009884,0
35927,0.0009067587043026,1
31217,0.0009067581156555,1
31643,0.0009067292771144,0
31859,0.000906714493716,0
31930,0.0009067040643506,1
33895,0.0009066924423718,0
32026,0.0009066875742497,1
34664,0.0009066834552761,0
31509,0.0009066770983806,0
32897,0.0009066747247527,0
32329,0.0009066722707705,0
36231,0.0009066716991301,0
35591,0.0009066563172735,0
35024,0.000906656135568,0
34502,0.0009066485392501,1
31339,0.0009066138279932,0
36861,0.0009066131495288,0
36353,0.0009066123741695,1
32454,0.0009065908170138,0
31209,0.0009065624977729,1
36679,0.0009065541170541,0
34441,0.0009065471848799,0
32450,0.0009065446926178,1
35305,0.0009065395602474,1
33681,0.00090653242978,1
35957,0.0009065228753143,1
33628,0.0009065167451728,0
31195,0.0009065032319524,1
32983,0.0009065017216601,0
32179,0.0009064993142428,1
113164,0.0009064945101089,0
32417,0.0009064846245601,1
34543,0.0009064546178535,0
32441,0.0009064452747057,1
33040,0.0009064352154791,0
36274,0.0009064193056815,1
33938,0.0009064191738519,0
35976,0.0009064182396331,1
35658,0.0009064109049683,1
34424,0.0009064082944989,1
36600,0.0009064047812056,1
33166,0.0009063944483582,0
31575,0.0009063640153948,1
34241,0.0009063541273151,1
36931,0.000906348342495,0
34942,0.0009063438035358,1
36025,0.0009063428784686,0
36803,0.0009063393656698,0
34464,0.0009063206022021,0
31133,0.0009063204960055,0
36026,0.0009063162172496,0
33364,0.0009063126313126,1
34950,0.0009063024965315,0
32691,0.000906281692872,0
35376,0.0009062576885803,1
33739,0.0009062513153188,1
32827,0.0009062406903814,0
32522,0.0009062402092647,0
32420,0.0009062391446831,0
31265,0.0009062324822983,1
34528,0.0009062319627053,0
36551,0.0009062160075765,1
34535,0.0009062086394444,0
32867,0.0009061919084711,1
36391,0.0009061917477436,0
34744,0.0009061844555074,0
32807,0.0009061792353362,0
31300,0.0009061656335107,1
35221,0.0009061551258561,1
34123,0.0009061474261999,0
32166,0.0009061346029532,0
36517,0.000906124914913,1
35797,0.0009061218925493,0
34199,0.0009061059144151,1
31229,0.0009060970686167,0
35606,0.0009060789133912,1
36061,0.0009060772045994,0
34547,0.0009060753617711,1
36434,0.0009060705229037,1
34032,0.0009060694433498,1
36169,0.0009060539793445,0
34447,0.0009060510399877,1
36355,0.0009060261462536,1
36568,0.0009060255730651,0
31210,0.0009060094492271,1
36393,0.0009059992111084,0
31961,0.0009059882217624,0
36155,0.0009059818230564,0
36917,0.0009059634716285,0
31289,0.0009059629698441,0
36513,0.0009059522414878,0
33131,0.000905951697553,1
31467,0.0009059405534918,0
34724,0.0009059307887738,1
35170,0.0009059218220928,0
35675,0.0009058936847355,0
36698,0.0009058862559524,0
34944,0.0009058814039044,1
31226,0.0009058748934605,0
33062,0.0009058631650638,0
34518,0.0009058602767545,0
36552,0.0009058582176445,0
33919,0.0009058558331638,0
30973,0.000905853959313,0
32182,0.0009058513489857,0
33847,0.0009058426020709,1
34212,0.0009058090030856,1
33531,0.0009057974469719,0
32415,0.0009057887701464,0
32458,0.0009057749658165,1
32270,0.0009057646959044,0
34651,0.00090575713094,1
36200,0.0009057242731631,0
35300,0.0009057188316772,0
36395,0.00090569378191,0
35845,0.0009056910418942,0
35829,0.0009056797571498,1
33762,0.0009056684868094,1
36087,0.0009056573020932,1
33203,0.0009056341418215,0
36729,0.0009056169289983,1
36403,0.0009056124767905,0
31278,0.0009056102046196,1
33349,0.0009056071634167,0
35968,0.0009056029185387,1
31901,0.0009055879201609,1
31689,0.0009055844010915,1
32144,0.0009055788563211,1
33424,0.0009055759448127,1
34699,0.000905569524169,0
33776,0.0009055480552433,1
31109,0.000905538282003,1
33992,0.0009055211519334,1
33049,0.0009055169762994,1
32368,0.0009055046869713,0
34747,0.0009055034235866,1
33920,0.0009054973617239,1
36499,0.0009054891690014,0
32115,0.0009054883602723,1
34179,0.000905486949757,0
34628,0.000905482349943,1
34156,0.000905475064249,0
32530,0.0009054669792029,1
32794,0.0009054605509743,1
32143,0.0009054554519029,1
34334,0.0009054353366921,0
35401,0.0009054203343979,0
36516,0.0009054138133471,0
31058,0.0009054027660024,0
33193,0.0009053970227625,0
36837,0.000905394059392,0
34541,0.0009053920600714,0
33656,0.000905385781976,0
35288,0.0009053850842673,1
35414,0.0009053601496545,1
33575,0.0009053404259063,0
30926,0.0009053393258834,0
35766,0.0009053227871112,0
31962,0.0009053130277993,0
35861,0.0009053094698294,1
35492,0.0009052923656673,0
35725,0.000905291904519,0
31115,0.0009052691522869,0
35569,0.0009052587149011,0
33647,0.0009052586191958,1
33027,0.000905238701042,0
32600,0.0009052378087425,0
35211,0.0009052359013964,0
33666,0.0009052162919023,1
36157,0.0009052156552392,1
36299,0.0009052092809247,1
33823,0.0009052045793696,0
32038,0.0009052024108269,1
31594,0.0009052007493311,0
31128,0.0009051981942442,0
34361,0.0009051474832143,0
33794,0.0009051407005674,0
35146,0.0009051381802046,1
31456,0.0009051289918458,1
36759,0.0009051216310804,1
37085,0.0009051150485951,0
31839,0.0009051118149965,1
34594,0.0009051103953279,0
31266,0.0009051048271848,0
35742,0.0009050960238563,0
34285,0.0009050874095766,0
34600,0.0009050799470194,0
35795,0.000905064047266,0
32107,0.000905059905137,1
32786,0.0009050423658533,0
32962,0.0009050301377097,0
31139,0.0009050229407999,1
32495,0.0009050202012708,0
35064,0.0009050168223601,1
35822,0.0009050117785688,0
34440,0.0009049939283394,0
32456,0.0009049873170931,1
35380,0.0009049423969203,0
34605,0.0009049279714658,1
33110,0.0009049185635675,1
35541,0.000904908973392,0
34419,0.0009049059735208,0
31153,0.0009048847933871,1
32608,0.0009048798208601,1
32624,0.0009048448742806,0
32641,0.0009048396796432,0
35823,0.0009048340366558,1
35357,0.0009048126569872,1
35717,0.0009048092234834,0
32203,0.000904753184518,0
34640,0.0009047492456059,1
33652,0.0009047394473143,1
32735,0.0009046904343953,0
31298,0.0009046897830913,0
35951,0.0009046755458857,0
36915,0.000904658832787,0
32832,0.0009046478414666,0
35878,0.0009046297637924,1
33164,0.0009046177921855,0
33127,0.0009045462058042,0
36562,0.0009045453659119,0
33431,0.000904527653877,1
36483,0.0009045230388955,0
33595,0.0009045187120803,1
35733,0.000904517409315,0
35644,0.0009045170704069,1
34323,0.0009045013697067,1
32208,0.0009044971758798,0
35204,0.0009044699733283,1
31362,0.0009044634926937,0
33606,0.0009044514553506,0
34162,0.0009044440753011,0
31066,0.0009044392838588,0
36363,0.0009044353187726,0
36099,0.0009044231164854,1
31108,0.000904421966326,1
34743,0.0009044111262348,0
31710,0.0009044026227889,0
33186,0.0009043736784175,1
36214,0.0009043624254548,0
35474,0.0009043604670511,0
35268,0.0009043326578591,1
36079,0.000904312737122,0
36011,0.0009043039285773,0
36129,0.0009042988868986,0
36840,0.0009042981172009,1
36678,0.0009042735297684,0
34483,0.0009042696463793,0
31336,0.0009042688958116,0
36588,0.0009042665261599,0
32682,0.0009042580189988,0
32276,0.0009042575202982,1
31400,0.0009042404085647,0
32200,0.0009042388410138,0
32103,0.0009042369914134,0
31208,0.0009042068410224,1
33250,0.0009041949615163,0
32536,0.0009041939889346,0
33323,0.0009041748049991,0
33983,0.0009041589715561,1
36776,0.0009041466259561,0
34930,0.0009041376672294,1
33965,0.0009041179538013,1
32969,0.0009041164278938,0
33158,0.0009041036439036,1
31959,0.0009040863921697,1
1258591,0.000904055046084,0
35250,0.0009040487093407,0
36987,0.0009040442208563,0
31012,0.0009040394962164,0
32864,0.0009040393534433,0
33139,0.0009040352567387,1
36273,0.0009040321212366,1
36601,0.0009040309021159,0
32341,0.0009040275442113,1
32392,0.0009040119423843,0
33748,0.0009040101612381,1
32549,0.0009040038698778,1
35083,0.000904003703537,0
31148,0.0009039814104342,0
31349,0.0009039651919491,1
33515,0.0009039420070629,1
30967,0.0009039272542117,1
35383,0.0009039125150227,0
35445,0.0009039064177024,0
31685,0.000903905092546,0
36389,0.0009038876214546,0
33176,0.0009038603536522,1
32662,0.0009038534620413,1
31633,0.0009038356289852,0
34078,0.0009038323030439,0
31330,0.0009038251234184,0
36351,0.0009038241742066,0
32712,0.0009038146863316,1
34460,0.0009037908213198,0
33808,0.0009037882681514,0
34473,0.0009037874058888,1
33585,0.0009037852802476,0
31801,0.0009037738635947,1
32842,0.0009037386747211,1
34079,0.0009037076974587,0
36674,0.0009036914301364,1
32039,0.0009036809770345,1
35394,0.0009036791855798,0
36257,0.0009036642862312,1
35931,0.0009036528960374,1
32899,0.0009036440976494,1
33419,0.0009036023290021,0
32648,0.000903588096039,1
32656,0.0009035811221197,1
34268,0.0009034839986965,1
32620,0.0009034721082706,1
34395,0.0009034539102703,0
31980,0.0009034486434852,0
34080,0.0009034480849319,0
32040,0.0009034452042687,1
33189,0.0009034375305954,0
36740,0.0009034332983041,1
35216,0.0009034164121995,1
36697,0.0009034010702929,1
35156,0.0009033784904101,0
34022,0.0009033712355267,1
34996,0.0009033550712784,0
33149,0.0009033492254093,0
31032,0.000903344002839,1
35801,0.0009033221269959,0
32933,0.0009033069410925,0
32729,0.0009033002030885,0
33414,0.0009032971881662,0
32027,0.0009032954431643,1
35045,0.0009032906593404,1
33063,0.0009032840972645,0
36022,0.0009032443599296,0
31642,0.000903227799304,0
35543,0.0009032198812881,0
34650,0.0009032139022049,1
35003,0.0009031966264211,1
36439,0.0009031826399822,0
35070,0.0009031780793838,0
34520,0.0009031333699204,0
31460,0.0009030988704147,0
32473,0.0009030850396978,0
35686,0.0009030788438905,0
35379,0.0009030635285217,0
35329,0.0009030570129436,0
34399,0.0009030205028994,1
33753,0.0009030162158803,0
34337,0.0009030069768534,0
36733,0.0009029761257924,1
31123,0.0009029729893641,0
36531,0.0009029710689958,1
35251,0.0009029551561676,1
34057,0.0009029537825672,0
32995,0.0009029521622632,1
35200,0.0009029465174839,1
35594,0.0009029301992583,1
36702,0.0009029288876343,0
33629,0.0009029246388616,0
31506,0.0009029238117652,0
36133,0.0009029070391358,0
31172,0.000902904969608,0
33079,0.0009028968180044,0
35322,0.0009028656596225,1
31121,0.0009028630337414,0
31419,0.0009028621632176,0
32137,0.0009028545097343,1
34148,0.0009028416617094,0
31187,0.0009028232178765,0
31994,0.0009028223828118,0
33729,0.0009028119546131,0
35407,0.0009028025562775,1
36623,0.0009027998305987,0
31046,0.0009027848543962,0
34129,0.000902784216348,1
35527,0.0009027817407506,1
35770,0.0009027800359694,0
34955,0.0009027648846618,0
35361,0.0009027587329667,0
36451,0.0009027569177269,0
33978,0.0009027398679765,0
32490,0.0009027369743375,1
36711,0.0009027296672281,1
32703,0.0009027268593128,1
35800,0.0009027108066015,1
33692,0.0009027062269334,0
33066,0.0009026966474057,0
36137,0.0009026935282729,0
31918,0.0009026897345202,1
32443,0.0009026791683859,0
34481,0.0009026727252881,0
35038,0.0009026598140223,1
36088,0.0009026582227648,1
32376,0.000902657316147,0
34225,0.0009026548135038,0
34753,0.0009026535885351,1
34018,0.0009026345598991,0
31557,0.000902626802909,1
33633,0.000902623351873,1
33235,0.0009026126263801,1
31706,0.000902593376408,0
33316,0.0009025911210865,1
32172,0.0009025875550543,0
36001,0.0009025839605968,0
31790,0.0009025831025716,0
31853,0.0009025725749131,0
34842,0.000902571076508,1
31114,0.0009025686162329,0
32677,0.0009025532633324,0
36143,0.0009025487797939,0
33376,0.0009025380240587,1
36399,0.0009025357134484,0
34444,0.000902525089761,0
31699,0.0009025230980843,1
31602,0.0009024983841442,1
32280,0.0009024938057335,1
31327,0.0009024902008214,0
32756,0.000902483929386,1
35747,0.0009024757150228,0
31652,0.0009024378776204,0
33807,0.0009024353310153,0
35102,0.0009024339117837,1
32202,0.0009024334437559,0
33003,0.0009024205919068,0
31621,0.0009024203471145,0
32017,0.0009023992908424,0
32918,0.0009023989283425,0
36855,0.00090239688422,0
35568,0.000902374654313,1
35470,0.000902354375936,1
33621,0.000902332850021,0
31808,0.0009023240677299,0
32047,0.0009023237241892,1
32879,0.0009023237110629,0
34500,0.000902310841758,1
34058,0.0009023094795295,0
34858,0.0009022794951639,0
36014,0.0009022655368722,1
31345,0.0009022228789621,1
34477,0.0009022112394957,0
31630,0.0009022041512498,0
32130,0.0009021936066971,0
34038,0.0009021283715638,1
35929,0.0009021142327189,1
35460,0.0009021091583103,1
32347,0.0009021043713806,0
32428,0.0009021041931577,0
31270,0.0009021032308486,0
32836,0.0009020889668706,1
35635,0.000902073420862,0
33873,0.0009020583487251,0
31462,0.0009020477449601,0
33701,0.0009020145385385,0
35665,0.0009020025889767,1
34957,0.0009019829102034,0
36817,0.0009019738543763,0
33931,0.0009019704486643,0
36610,0.0009019355894652,0
34659,0.0009019218403123,0
34658,0.0009019113985165,0
31658,0.0009018487351549,0
34051,0.0009018444656026,0
35464,0.0009018361411301,0
31269,0.0009018323048065,0
32782,0.0009018105200877,1
33240,0.0009018073674071,0
33825,0.0009017922041557,1
33896,0.000901762955797,0
32650,0.0009017539098151,0
33124,0.0009017184672877,0
31756,0.0009016936945815,0
35752,0.0009016898239891,0
34602,0.0009016823809642,1
31065,0.0009016683336338,1
33032,0.0009016623940953,1
35418,0.0009016620295366,1
32547,0.0009016603429802,0
36220,0.0009016573855444,0
32464,0.0009016483475241,1
36865,0.0009016462954635,0
32814,0.0009016460040043,1
32282,0.0009015886224366,1
31559,0.0009015861317047,0
36023,0.0009015768020882,1
31697,0.0009015728696617,1
32209,0.0009015621673526,0
31214,0.0009015261546874,0
33153,0.0009015199594471,1
33619,0.0009015063272771,0
34468,0.0009014759431477,0
35907,0.000901475773651,0
34063,0.0009014715392451,0
32942,0.0009014534166324,1
30940,0.0009014386987626,0
31026,0.0009014335824595,0
36349,0.0009014322678916,1
35561,0.0009014214007252,0
35974,0.0009014085606934,1
35075,0.0009014045417748,1
36624,0.0009013975475886,1
32051,0.0009013797094616,1
31306,0.0009013796037826,0
32066,0.0009013746526667,1
35059,0.0009013630169389,0
32369,0.0009013609284585,0
32820,0.0009013519306635,0
35205,0.0009013426951271,1
31946,0.0009013407619296,0
31945,0.0009013329629348,0
32780,0.0009013310643797,0
31741,0.0009013277204652,1
35078,0.00090132597427,1
36630,0.000901319326671,1
32157,0.0009013149590031,0
34893,0.0009013067732845,0
35069,0.0009013008667181,0
31645,0.0009012895386062,0
31159,0.0009012848510372,0
31422,0.0009012845773309,1
34534,0.0009012673408797,0
34332,0.0009012110760365,1
35621,0.0009012016235472,0
34185,0.0009011310817934,0
34718,0.0009011268852735,1
34625,0.0009011056086109,1
33785,0.0009010907277624,0
36511,0.0009010798850307,0
35738,0.0009010774115167,0
35092,0.0009010738200526,0
36440,0.000901045890928,0
36910,0.0009010453219215,1
33386,0.0009010212175546,1
31798,0.0009010067126738,0
34885,0.0009010009635577,1
36712,0.000900991133587,0
32139,0.0009009865666852,0
33242,0.0009009861759922,0
34139,0.0009009843232265,0
36341,0.0009009656020288,1
31198,0.0009009535428158,0
36745,0.0009009389558331,1
34462,0.0009009316567372,1
35609,0.000900931529265,0
36037,0.0009009249864742,1
35194,0.0009009175716446,0
34958,0.0009009143949477,1
32931,0.000900886939945,1
35707,0.0009008425337055,0
33768,0.0009008264128666,0
33709,0.0009007792593446,0
31527,0.0009007700712555,1
36423,0.0009007685024369,0
34405,0.0009007434628406,0
34692,0.0009007317375105,0
35739,0.0009007249281156,0
32809,0.0009007223553813,0
34843,0.0009006527728533,0
31779,0.0009006524712092,0
35712,0.0009006461981713,1
32750,0.0009006331331912,0
36462,0.0009006316126871,0
33724,0.0009006280581251,0
32855,0.0009006049876,0
35556,0.0009005984285419,0
36238,0.0009005578196341,0
33418,0.0009005403588841,0
36498,0.0009005369617648,0
36717,0.0009005351290011,0
32227,0.000900496125876,0
35589,0.0009004957481288,0
33718,0.0009004915426171,1
31979,0.0009004686707369,0
32344,0.0009004679232619,1
31282,0.0009004665695699,1
36896,0.0009004650299775,1
33897,0.0009004576065041,1
31359,0.0009004568848523,1
35615,0.0009004208257311,1
31323,0.000900416475379,0
36101,0.0009004079321527,0
31913,0.0009004014208993,1
34531,0.0009003655294469,0
34076,0.0009003633414609,0
31793,0.0009003568937383,1
32215,0.000900329441484,1
32810,0.0009003252586572,0
34161,0.0009003146974743,0
34993,0.0009003016999447,0
33555,0.0009002854580207,1
